Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,7,33,objective,,,,The administrative head of the ministry is the,official of the ruling government,general manager,permanent secretary,chief coordinating officer,C,https://myschool.ng/classroom/government/63052?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,34,objective,,,,The sovereignty of a state can be limited to a great extent by,Rule of law,separation of powers,International Laws and conventions,Legislative Assembly,C,https://myschool.ng/classroom/government/63061?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,35,objective,,,,A coalition government is a common feature of a,two party systems,multi-party system,one party system,non-party system,B,https://myschool.ng/classroom/government/63063?exam_type=waec&exam_year=2022&type=obj&page=7
2022,8,36,objective,,,,The appointment of judges is based on the recommendation of the,Civil Service Commission,Public Service Commission,Eminent persons in society,Judicial Service Commission,D,https://myschool.ng/classroom/government/63064?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,37,objective,,,,Which of the following options is not a function of political parties?,Policy implementation,Political socialisation,Political education,Aggregation of interest,A,https://myschool.ng/classroom/government/63065?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,38,theory,,,,"In an election, a secret ballot is described as the process where the voter",is screened off to conceal the vote,cast the vote in a sealed box,is searched before casting the vote,,B,https://myschool.ng/classroom/government/63067?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,39,objective,,,,In which system of government does the legislature pass a vote of no confidence in the government?,Federal,Cabinet,De jure,Monarchical,B,https://myschool.ng/classroom/government/63068?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,40,objective,,,,The concept of social justice implies that the state must ensure,sharing of political power with opponents,security for multi- national businesses,equality of citizens,fairmess to foreign nationals,C,https://myschool.ng/classroom/government/63070?exam_type=waec&exam_year=2022&type=obj&page=8
2022,9,41,objective,,,,The basic human right of citizens in a state are,"freedom of movement, free education and free health","free social services, speech and religion","right to life, liberty and property","Right to higher education, property and freedom of thought",C,https://myschool.ng/classroom/government/63079?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,42,objective,,,,A quasi-federal structure is so arranged in order for the,citizens to have dual allegiance and dual citizenship,component units to breakaway at will,,president to amend the constitution at will,A,https://myschool.ng/classroom/government/63083?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,43,objective,,,,"When a superior court declares an action of the executive ultra-vires, it means that",the executive should leave power,a vote of no confidence had been passed on the government,the judiciary is more powerful than the executive,the action is illegal and of no effect,D,https://myschool.ng/classroom/government/63090?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,44,objective,,,,Which of the following options does not constitute the main objectives of the United Nations?,The maintenance of international peace and security,The promotion of the well-being of the peoples of the world,International cooperation,The use of force to comply with its provisions,D,https://myschool.ng/classroom/government/63115?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,45,objective,,,,The Economic Community of West African States was established with the following aims except to,use force to depose unconstitutional regimes,improve the living standard of its people,contribute to the progress and development of the African continent,foster relations among membe states,A,https://myschool.ng/classroom/government/63116?exam_type=waec&exam_year=2022&type=obj&page=9
2022,10,46,objective,,,,"The process of international integration arising from the inter-change of world views, products, ideas and other aspects of culture is known as",national interest,globalisation,geopolitics,interest aggregation,B,https://myschool.ng/classroom/government/63118?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,47,objective,,,,One negative effect of colonialism on the people of West Africa over the years is the,introduction of modern idea of governance,creation of large political units,change of the socio-political systems of living,development of political institutions,B,https://myschool.ng/classroom/government/63119?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,48,objective,,,,The Council of Elders in the pre-colonial political institutions of West Africa best served on the Council as,warriors of the state,go-between the gods and the people,custodians of the wealth of the state,representative of the commoners,D,https://myschool.ng/classroom/government/63120?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,49,objective,,,,Public corporations are struggling in the West African States as a result of,heavy social and political cost,private-public partnership,public scrutiny and accountability,direct foreign investment,C,https://myschool.ng/classroom/government/63122?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,50,objective,,,,The following options are today the biggest threat to the democracy of West African States except,election disputes and related violence,military intervention in politics,youth unemployment,non involvement of traditional rulers in politics.,D,https://myschool.ng/classroom/government/63124?exam_type=waec&exam_year=2022&type=obj&page=10
2023,1,1,objective,,,,"Apart from globalization, what other factor to a large extent affects the sovereignty of a state?",Right of a franchise,System of government,International laws,Inalienability,C,https://myschool.ng/classroom/government/68603?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,objective,,,,A public declaration of policy and aims especially one issued before an election by a political party or candidate is **commonly** called,steps to govern,Policy paper,guide to government,manifesto,D,https://myschool.ng/classroom/government/68604?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,objective,,,,"The media, **commonly** referred to as the fourth estate of the realm , monitors the activities of government on behalf of the",people,executive,civil society,media organisation,A,https://myschool.ng/classroom/government/68605?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,objective,,,,Bicameral legislature contributes to the democratic process by,recommending the use of force on policy,suppressing minority rights,imposing programmes and policies on the executive,widening the scope of political participation,D,https://myschool.ng/classroom/government/68606?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,objective,,,,Maintenance of law and order in a state is the function of the,citizens of the state,executive arm of government,legislative arm of government,judicial service,B,https://myschool.ng/classroom/government/68608?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,objective,,,,The official routine observed in carrying out functions in the civil service is **commonly** known as,official order,bureaucracy,standard order,command,B,https://myschool.ng/classroom/government/68609?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,objective,,,,The Economic Community of West African State (ECOWAS) is now confronted with a new security threat which is,extremism,smuggling of illegal goods across states,weak national armies,proportional representation,A,https://myschool.ng/classroom/government/68611?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,objective,,,,"The art of maintaining peaceful relationships between states, groups or individuals **mostly** comes about as a result of the activities and functions of",the legislature,security agencies,diplomats,the media,C,https://myschool.ng/classroom/government/68613?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,objective,,,,The following issues are some of the challenges the United Nations (UN) addresses **except**,oligarchical regimes,humanitarian aids,human rights,climate change,A,https://myschool.ng/classroom/government/68614?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,objective,,,,Which system of government allows for and guarantees maximum competition?,Feudalism,Capitalism,Communism,Social Democracy,B,https://myschool.ng/classroom/government/68616?exam_type=waec&exam_year=2023&type=obj&page=2
2023,3,11,objective,,,,The overriding consideration for the creation of the New Partnership for Africa's Development (NEPAD) was to place Africa on the path to,capitalist government,non-alignment,growth and development,military might,C,https://myschool.ng/classroom/government/68618?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,12,objective,,,,The French Colonial policies in her West African colonies were different from the British in many ways **except** in,discriminatory laws,citizenship,imperialism,cultural imposition,C,https://myschool.ng/classroom/government/68619?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,,"The reason for which the government should take a key interest in the activities of pressure groups is that, they",provide valuable feedback on government policies and programmes,force coalition among political parties for election,blackmail political leaders,dictate the path and direction for government programmes,A,https://myschool.ng/classroom/government/68621?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,constitution,,,,The rigid nature of a constitution makes it,accessible to all,infallible and standard,easy for quick review,complicated for amendment,D,https://myschool.ng/classroom/government/68622?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,constitution,,,,The Fundamental Human Rights and Liberties **must** be entrenched in a constitution to,serve majority interest,show concern for the people,make it difficult to tamper with,espouse love for the country,C,https://myschool.ng/classroom/government/68623?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,,Unitary system of government is adopted by some states because,of homogeneity,it guarnatees democracy,it builds the capacity of citizens in good time,of mineral resources,A,https://myschool.ng/classroom/government/68624?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,,The public Service Commission performs the following functions **except**,advisory body,imposition of income tax,welfare of personnel,discipline of personnel,B,https://myschool.ng/classroom/government/68626?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,,What type of right enables citizens to participate in state affairs?,judicial right,social right,habeas corpus,political right,D,https://myschool.ng/classroom/government/68627?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,,What is **commonly** referred to as the association of the government and the governed?,confederation,state,federation,monarchy,B,https://myschool.ng/classroom/government/68628?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,,The local government system assists **best** in mentoring and grooming people for,military oprations,leadership positions,citizenship and justice,large-scale farming,B,https://myschool.ng/classroom/government/68630?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,,Which of the following systems of government does **not** practice collective responsibility?,Communalism system,Non-centralised system,Executive system,Cabinet system,B,https://myschool.ng/classroom/government/68632?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,,One of the formidable challenges the New Partnership for Africa's Development (NEPAD) is confronted with is the,absence of a common platform for debate,over reliance on foreign aid,absence of technology transfer,arms race among member states,B,https://myschool.ng/classroom/government/68633?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,objective,,,,The **biggest** obstacle which also slowed down nationalist activities in French West African Colonies was the,assimilation policy,constitutional reforms and entrenchment of human rights,assassination of chiefs,deportation of Africans to France,A,https://myschool.ng/classroom/government/68635?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,,A state that has **two** levels of government is **commonly** referred to as,concurrent states,cooperative government,federal state,coalition government,C,https://myschool.ng/classroom/government/68636?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,,One of the **major** criticisms levelled against the United Nations (UN) is its inability to,ensure fair permanent representation,enforce affirmative action and equal wealth,adopt a universal language for its operation,ensure universal access to education,A,https://myschool.ng/classroom/government/68638?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,,One of the function of the electoral management body is to,conduct training programmes for presidential candidates,look for external sources besides the government to fund its operations,interpret the electoral laws fairly,engage in business to increase its financial capacity,C,https://myschool.ng/classroom/government/68639?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,,The civil service is different from the public service in terms of,educational qualification,political affiliation,conditions of service,personality and stature,C,https://myschool.ng/classroom/government/68640?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,,The judiciary occupies an important place in every state because it is,mandated to supervise the functions of the executive,a unique profession of intellectuals,protector of the rights of the people,a body of upright and just people in society,C,https://myschool.ng/classroom/government/68642?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,,An executive president is one who wields the powers of a,head of state and government,ceremonial president only,leader of government business only,despot and benevolent dictator,A,https://myschool.ng/classroom/government/68644?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,,There are two types of committee system in the House of parliament as part of their operations and one of such is,parliamentary service board,expert committee,Committee of the Whole House,Leadership Committee,C,https://myschool.ng/classroom/government/68646?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,,A democratic country is one in which the people have the right to,participate in decision making,disregard laws they abhor,violently overthrow a government,punish government by not honouring tax obligation,A,https://myschool.ng/classroom/government/68647?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,,The **best** way to keep the military at bay from interfering in politics is by ensuring,high pay rise every year,their inclusion in government,good governance,effective control of their day to day operations,C,https://myschool.ng/classroom/government/68649?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,,The African Union (AU) is saddled with **one** of these challenges and that is,absence of rich natural resources,tensions and political discord among member states,inter-ethnic extinction and poor social cohesion,weak labour force,B,https://myschool.ng/classroom/government/68651?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,,The reluctance of military regimes to hand over power to civilian administration is because they,negotiate better loan terms for the country than the civilian government,"have the backing of traditional rulers, their subjects and the clergy",feel a sense of entitlement,perceive civilians and politicians as evil doers and backward,C,https://myschool.ng/classroom/government/68654?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,,The exercise of power can arise from any of the following sources **except**,ideological power,legitimate power,expert power,charismatic power,A,https://myschool.ng/classroom/government/68655?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,,"A social, political and economic arrangement in which landed property and other natural resources are collectively owned is referred to as",Federalism,Liberalism,Communalism,Feudalism,C,https://myschool.ng/classroom/government/68656?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,,Public opinion is formed through the following channels **except**,Cabinet,Elections,Mass media,Political parties,A,https://myschool.ng/classroom/government/68657?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,,The function of the Diplomatic Missions include the following **except**,project the culture of the people,woo investors,pay salaries of workers of the mission,gather intelligence information,C,https://myschool.ng/classroom/government/68659?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,39,objective,,,,One of the factors that influences decentralization of power in a state is,weak central authority,widening political participation,maximum allegiance to the state,maximum loyalty,B,https://myschool.ng/classroom/government/68661?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,,One of the high points of the activities of the National Congress of British West Africa (NCBWA) led to the,proposal for African unity,creation of the African High Command,Africanization of the Executive Council,introduction of the elective principles,D,https://myschool.ng/classroom/government/68663?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,,The pattern of rule by the French in her West African colonies was **highly**,decentralized,proportional,consultative,centralized,D,https://myschool.ng/classroom/government/68664?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,,The Commonwealth of Nations is committed to **one** of the following principles,human rights and democracy,supervise political activities of member states,draft constitution for member states,finance budget of member states,A,https://myschool.ng/classroom/government/68665?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,,The cornerstone of a functioning democracy is the,foreign policy and military alliances,appropriation bill,free and fair elections,expenditure pattern of the executive,C,https://myschool.ng/classroom/government/68667?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,,The issues that are at the core of a country's foreign policy are referred to as,globalisation,state area,national interest,diplomacy,C,https://myschool.ng/classroom/government/68668?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,,The underlying principle of the concept of seperation of powers is **mainly** to,educate people on their rights,tame the executive,prevent arbitrariness,ensure constitutional review,C,https://myschool.ng/classroom/government/68670?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,,Secret voting assists the voter in making a decision without,coercion,pondering over issues,national interest,public good,A,https://myschool.ng/classroom/government/68671?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,,"Elections plays a **major** role in the democratic process because, it",ensures only good people rule,manipulates the electoral process,confers legitimacy,projects the class system,C,https://myschool.ng/classroom/government/68673?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,,Which one among the following is a significant factor that influences the foreign policy of a country?,Gender of the political leader,Educational system,Recruitment policy,political system,D,https://myschool.ng/classroom/government/68674?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,,One of the negative effects of colonial rule on West African states was the,building of roads and rail network,social interventions,western education,dependency syndrome,D,https://myschool.ng/classroom/government/68675?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,,"One of the low points in the cabinet system of government is that, the",divided loyalty of the cabinet ministers is strong,centre of power in the system is stable,Prime Minister does not regard the Head of State,tenure of government is always not stable,,https://myschool.ng/classroom/government/68679?exam_type=waec&exam_year=2023&type=obj&page=10
2024,1,1,objective,,,,The ultimate source of power and authority which sets the state apart from other forms of political organisations is referred to as,constitutionalism,checks and balances,rule of law,sovereignty,D,https://myschool.ng/classroom/government/71814?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,objective,,,,The institution through which leaders exercise power to make and enforce laws is the,government,judiciary,political party,security agency,A,https://myschool.ng/classroom/government/71815?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,objective,,,,The fundamental principles by which a state is ordered and governed are usually outlined in a,bill,constitution,parliamentary proceedings,state manual,B,https://myschool.ng/classroom/government/71816?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,objective,,,,Which one among the following factors greatly restrains the government in a democratic society?,Consent of the governed,Consent of the civil society organisation,Ideology of the party,Parliamentary debates,A,https://myschool.ng/classroom/government/71817?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,objective,,,,The following factors are challenges faced by the judiciary under the doctrine of Separation of Powers except,appointment of judges,financial autonomy,removal of judges from office,poor legal infrastructure,D,https://myschool.ng/classroom/government/71818?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,constitution,,,,Accountability in constitutional democracy is best enforced through a system of,checks and balances,civil society organisations,subversion of the law,selection of the right leaders,A,https://myschool.ng/classroom/government/71819?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,practical,,,,The application of the common principles that are important to improve decision-making processes and ultimately strengthen democracy and improve social and economic development is best described as,fundamental human rights,good governance,separation of powers,social democracy,B,https://myschool.ng/classroom/government/71820?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,objective,,,,One of the reasons for having two legislative chambers in the governance structure of a country is to ensure the,executive is kept under check and control,powers of the lower chamber is suppressed,strict control of the affairs of the state,thorough scrutiny of legislation,D,https://myschool.ng/classroom/government/71821?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,objective,,,,Which one of the following factors has contributed largely to the weakened and poor performance of state institutions in most West African States?,corruption,globalisation,low remuneration and wages,weak institutional memory,A,https://myschool.ng/classroom/government/71833?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,objective,,,,One of the paramount roles to play as a citizen in sustaining the democratic system of governance is to,avoid criticism of government,play the partisan card,pray for a good leader,register and vote in elections,D,https://myschool.ng/classroom/government/71835?exam_type=waec&exam_year=2024&type=obj&page=2
2024,3,11,objective,,,,The responsibility of citizens towards nation-building is to,encourage civil disobedience in the face of hardship,participate and contribute to decision making,stampede government policies and programmes,boycott and withdraw services to the state,B,https://myschool.ng/classroom/government/71836?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,12,objective,,,,"By competing in general elections, political parties ultimately offer citizens",a choice in government,automatic membership of a party,opportunity to be extremely to one party,opportunity to vilify the government,A,https://myschool.ng/classroom/government/71837?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,13,objective,,,,Public opinion is an essential element in a democracy because it can act as a,check on leadership and government activities,mouthpiece for the opposition only,news outlet for the media and government only,propaganda tool for the government at all material times,A,https://myschool.ng/classroom/government/71839?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,14,objective,,,,The media serve a useful purpose in a democracy by,connecting the government and the people,ensuring government plays to their dictates,assisting in the formation of political parties,manipulating political leaders in government,A,https://myschool.ng/classroom/government/71841?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,15,objective,,,,One of the pivotal roles played by pressure groups in a functioning democracy is the,implementation of public policy by them,influence on public policy decisions,trumpeting of good deeds of a government always,blackmailing of the government to act in their favour,B,https://myschool.ng/classroom/government/71843?exam_type=waec&exam_year=2024&type=obj&page=3
2024,4,16,objective,,,,Promoting electoral integrity is the crucial function of which institution of state?,the civil society organisations,executive arm of government,electoral management body,security services,C,https://myschool.ng/classroom/government/71844?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,17,constitution,,,,These rights which are explicitly protected by the Constitution are referred to as,checks and balances,constitutional clauses,entrenched clauses,separation of powers,C,https://myschool.ng/classroom/government/71846?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,18,constitution,,,,"Constitutionally, the local government administration is controlled by the state through",administrators,legislation,native laws,state bureau,B,https://myschool.ng/classroom/government/71847?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,19,objective,,,,"Which state institution is referred to as the bureaucratic wing responsible for the running of government offices, agencies and departments?",Bureau of National Affairs,Civil Service,Controller of state services,Public services board,B,https://myschool.ng/classroom/government/71848?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,objective,,,,The local government administration in many West African countries is faced with a myriad of problems one of which is,employment retention,illiterate traditional authorities,unavailability of land,weak institution,A,https://myschool.ng/classroom/government/71849?exam_type=waec&exam_year=2024&type=obj&page=4
2024,6,26,constitution,,,,A set of principles enshrined in a constitution that guide the government in making laws and policies for the welfare of the people is referred to as,directive principle of state policy,constitutional provisions,Human Rights and Administrative Justice,"edicts, customs and traditions",A,https://myschool.ng/classroom/government/71857?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,27,objective,,,,"Which situation in a democratic state can create an environment where military intervention is perceived as the only option to restore order, protect the population or address grievances?",boycott of elections,economic crises,political crises,youth unemployent,C,https://myschool.ng/classroom/government/71858?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,28,objective,,,,"Despite the many challenges bedevilling the Economic Community of West African States (ECOWAS), it has managed over the years in promoting",collective will against globalisation,trade tariffs and self-reliance,regional integration and cooperation,,C,https://myschool.ng/classroom/government/71860?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,29,objective,,,,One of the reasons for which the United Nations (UN) is considered as the only influential world body is the fact that it,plays a crucial role in international diplomacy,supports the war mission of member countries,influences regime change by supporting the opposition,withholds humanitarian support to military regimes,A,https://myschool.ng/classroom/government/71861?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,30,objective,,,,The African Union (AU) aims at ensuring the following developments in member countries except for,equal distribution of wealth,governance and democracy,peace and security,social development,B,https://myschool.ng/classroom/government/71862?exam_type=waec&exam_year=2024&type=obj&page=6
2024,7,31,objective,,,,The Commonwealth of Nations concerns itself with one of the following activities in member countries which is,assisting in the overthrow of unpopular government,conducting elections in member countries,operating the financial sector of poor countries,promotion of peace and security,D,https://myschool.ng/classroom/government/71864?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,32,objective,,,,The African Union (AU) aims to promote gender equality and women's empowerment through the strategic framework organ of the,African Peer Review Mechanism (APRM),African Development Bank (ADB),New Partnership for Africa's Development (NEPAD),Specialised Commission of Women Empowerment (SCWE),D,https://myschool.ng/classroom/government/71866?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,33,objective,,,,"What encompasses a range of diplomatic, political, economic and security decisions and actions that a state embarks on to protect and promote sovereignty on the global stage?",Alliances,Foreign policy,National interest,constitutionalism,B,https://myschool.ng/classroom/government/71868?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,34,objective,,,,What colonial policy worked against the sovereign power and authority and the traditional political authority and institutions?,Crown Colony Edict,Expatriate Edict,Indirect Rule,Protectorate Colony Edict,,https://myschool.ng/classroom/government/71870?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,35,objective,,,,The surge in nationalism and its related activities was fueled by oppressive colonial experiences and,partition of West African territories,the strong desire for civilisation,ideology and activities of Pan-Africanism,monopoly of mineral resources and land degradation,C,https://myschool.ng/classroom/government/71872?exam_type=waec&exam_year=2024&type=obj&page=7
2024,8,36,objective,,,,Which institution of state enables different groups and interests to be represented as well as actively participate in the political space?,Advocate Groups,Democracy,Judiciary,Political party,,https://myschool.ng/classroom/government/71875?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,37,objective,,,,Nationalism played a crucial role in the struggle for independence in West Africa by way of fostering a sense of community among the people and,abhorrence of the Western style of governance,civil disobedience and the killings of white officials,dismantling of artificial borders,political consciousness,D,https://myschool.ng/classroom/government/71877?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,38,objective,,,,The Crown Colony policy introduced some progressive institutions of governance in West Africa such as the,creation of the rigid class system,education of the traditional rulers,introduction of the Western legal system,introduction of military academy,C,https://myschool.ng/classroom/government/71886?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,39,objective,,,,The following influential nationalist leaders contributed significantly to shaping the political destiny and nation-states of West Africa except,Dawda Kairaba Jawara,Kwame Nkrumah,Nnamdi Azikwe,Oliver Tambo,D,https://myschool.ng/classroom/government/71928?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,40,objective,,,,Diplomacy plays a vital role in shaping the interactions between states and by extension maintaining,bipolar world,global stability,power blocks,unipolar world,B,https://myschool.ng/classroom/government/71929?exam_type=waec&exam_year=2024&type=obj&page=8
2024,9,41,objective,,,,Military rule does not only pose a threat to democracy but also to,fundamental human rights,national borders,nationalism and patriotism,state sovereignty,A,https://myschool.ng/classroom/government/71930?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,42,constitution,,,,The following constitute the key features of most independent constitutions in West African States except,nationalist leaders became army commanders,democratic principles of governance,national unity and diversity,socio-economic rights and development,A,https://myschool.ng/classroom/government/71931?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,43,objective,,,,The grave effect of the French Colonial Policy of Assimilation in her West African Colonies was the,aggressive development of nationalism,shortfall in the essential needs of the colonies,slow pace in their political fortunes,waging war on neighbouring colonial territories,C,https://myschool.ng/classroom/government/71934?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,44,objective,,,,The British Colonial policy in her West African territories was marked by the following strategies and structures except,divide and rule,economic exploitation,indirect rule,investments in the colonies,D,https://myschool.ng/classroom/government/71935?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,45,objective,,,,Globalisation impacts the development and progress of West African States by way of,manipulation of economics of states,propping of regimes,protecting state sovereignty,technology transfer,D,https://myschool.ng/classroom/government/71936?exam_type=waec&exam_year=2024&type=obj&page=9
2024,10,46,theory,,,,"Power, authority, legitimacy and sovereignty are described in the study of government as what?",Basic Concepts and Principles,Constitutionalism and Meanings,Principles and Structures,Structure of Governance,A,https://myschool.ng/classroom/government/71937?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,47,theory,,,,A government with corrupt rulers who use their power to exploit the people and natural resources of their own territory to extend their personal wealth and political power is described as,autocracy,capitalism,kleptocracy,oligarchy,C,https://myschool.ng/classroom/government/71939?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,48,objective,,,,In what way can the local government system assist in national development? By,aligning local efforts with broader national goals,depending on the central government for basic needs and development,encouraging youth movement to the industrial centres,ensuring only top-bottom policies of government are supported,A,https://myschool.ng/classroom/government/71940?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,49,objective,,,,The perceived perennial problem of the United Nations (UN) since its inception is the,Directive Principles of State Policy,deep-seated diversity among member states,nature of political leaders and their ages,poor constitutional provisions of member states,B,https://myschool.ng/classroom/government/71941?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,50,objective,,,,"For the executive to enjoy the goodwill of the people in a democratic state, it must adhere to the tenets of",the Council of State,exercise of unrestrained power,laissez-faire government,political equality,D,https://myschool.ng/classroom/government/71942?exam_type=waec&exam_year=2024&type=obj&page=10
