Year,Page,Question_Number,Question_Type,Instruction,Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,10,49,objective,,,,It is a state of,deception,ignorance,illusion,innocence,C,https://myschool.ng/classroom/literature-in-english/66232?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,50,theory,,,,The speaker's language is best described as,comic,satiric,conceit,metaphoric,A,https://myschool.ng/classroom/literature-in-english/66234?exam_type=waec&exam_year=2022&type=obj&page=10
2023,1,1,objective,,,,The moon looked on the massacre in horror ! illustrates,pathetic fallacy,prologue,epilogue,transferred epithet,A,https://myschool.ng/classroom/literature-in-english/68701?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,objective,,,,A dead metaphor is,overused and ineffective,implied and not funny,implied and underused,overused and funny,A,https://myschool.ng/classroom/literature-in-english/68703?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,objective,,,,The third stanza of the Shakespearean sonnet is,couplet,sextet,octave,quatrain,D,https://myschool.ng/classroom/literature-in-english/68704?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,objective,,,,*child of scorn* illustrates,euphemism,metaphor,,metonymy,B,https://myschool.ng/classroom/literature-in-english/68706?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,objective,,,,The metrical structure is predominantly,trochaic,dactyllic,iambic,spondaic,C,https://myschool.ng/classroom/literature-in-english/68707?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,passage-based,,,,"Reading the poem, one notices that the poet is being",hyperbolic,euphemistic,ironic,sarcastic,C,https://myschool.ng/classroom/literature-in-english/68709?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,objective,,,,"In the last stanza, the persona is",fantasizing,angry,malnourished,pretending,A,https://myschool.ng/classroom/literature-in-english/68710?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,objective,,,,The two stanzas are built on,alternate rhyme,identical rhymes,couplets,run-on lines,A,https://myschool.ng/classroom/literature-in-english/68712?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,objective,,,,The prevailing atmosphere is,pleasant,drab,tense,serene,C,https://myschool.ng/classroom/literature-in-english/68714?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,objective,,,,"*join in with it, lead it on, but, finally,* *veer* *it from* illustrates",allusion,simile,parallelism,personification,C,https://myschool.ng/classroom/literature-in-english/68716?exam_type=waec&exam_year=2023&type=obj&page=2
2023,3,11,objective,,,,The attitude of the writer towards Sasu is one of,surprise,anger,approval,disdain,C,https://myschool.ng/classroom/literature-in-english/68717?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,12,passage-based,,"rattling like leaves in a storm, fear branded on their faces",,"*rattling like leaves in a storm, fear branded on their faces* illustrates",personification and simile,personification and metaphor,simile and metaphor,assonance and simile,A,https://myschool.ng/classroom/literature-in-english/68719?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,,The last paragraph illustrates,anti-climax,rising action,suspense,foreshadow,A,https://myschool.ng/classroom/literature-in-english/68720?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,objective,,,,"Letters, journals and diaries are examples of",faction,meta-fiction,fiction,non-fiction,D,https://myschool.ng/classroom/literature-in-english/68722?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,objective,,,,A dramatic performance with scenes played by body movements or gestures without words known as,comedy,pantomime,panegyric,melodrama,B,https://myschool.ng/classroom/literature-in-english/68786?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,,The speaker is,Hippolyta,Lysander,Pyramus,Bottom,B,https://myschool.ng/classroom/literature-in-english/68796?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,,The character that speaks before the speaker,Demetrius,Theseus,Pyramus,Hippolyta,B,https://myschool.ng/classroom/literature-in-english/68799?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,,"it is not enough to speak, but to speak true illustrates",parable,epitaph,wisecrack,epigram,D,https://myschool.ng/classroom/literature-in-english/68801?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,,The character that speaks after the speaker is,Lysander,Demetrius,Titania,Hippolyta,A,https://myschool.ng/classroom/literature-in-english/68804?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,,The character that delivers the prologue is,Snug,Starveling,Snout,Quince,D,https://myschool.ng/classroom/literature-in-english/68807?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,,Exaggerating one's personal features for comic effect is,caricature,lampoon,contrast,satire,A,https://myschool.ng/classroom/literature-in-english/68812?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,,*That girl is too young to be put in the family way* illustrates,euphemism,hyperbole,oxymoron,paradox,A,https://myschool.ng/classroom/literature-in-english/68813?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,passage-based,,"At the last head count, the population of the school was three thousand",,"*At the last head count, the population of the school was three thousand* is an example of",synechdoche,hyperbole,metonymy,pun,A,https://myschool.ng/classroom/literature-in-english/68815?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,,The speaker is,Lysander,Thisbe,Egeus,Tatiana,A,https://myschool.ng/classroom/literature-in-english/68820?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,,The speaker is addressing,Helena,Hermia,Demetrius,himself,D,https://myschool.ng/classroom/literature-in-english/68822?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,,The speaker is in,the woods,his apartment,a street,the palace,A,https://myschool.ng/classroom/literature-in-english/68824?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,,"*Come, thou gentle day* illustrates",apostrophe,irony,paradox,euphemism,A,https://myschool.ng/classroom/literature-in-english/68825?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,,"After the speech, the speaker",begins to dance,laughs uncontrollably,falls asleep,starts crying,C,https://myschool.ng/classroom/literature-in-english/68826?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,,The extract presents the image of a,enough time,bright day,dark night,calm weather,D,https://myschool.ng/classroom/literature-in-english/68829?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,,The dominant literary device used in the extract is,parallelism,apostrophe,personification,antithesis,C,https://myschool.ng/classroom/literature-in-english/68830?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,,The speaker is,Egeus,Hermia,Demetrius,Helena,D,https://myschool.ng/classroom/literature-in-english/68831?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,,The speech shows that the speaker is,high spirits,dissappointed,excited,in a bad mood,B,https://myschool.ng/classroom/literature-in-english/68832?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,,The speaker's mood stems from,being rejected by the lover,having to go into the forest,wanting to punish Hermia,meeting with Hermia,A,https://myschool.ng/classroom/literature-in-english/68833?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,,The speaker has just said farewell to,Helena,Demetrius,Hermia,Lysander,C,https://myschool.ng/classroom/literature-in-english/68835?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,,The speaker resolves to tell,Lysander of Hermia's infidelity,Demetrius of Hermia's flight,Egeus of Hermia's flight,Theseus of Hermia's infidelity,B,https://myschool.ng/classroom/literature-in-english/68836?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,,Jonsey's opening speech illustrates,epilogue,soliloquy,mime,aside,B,https://myschool.ng/classroom/literature-in-english/68837?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,,*In the Town hall* is the,setting,location,atmosphere,stage,A,https://myschool.ng/classroom/literature-in-english/68838?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,,Bassy is a ____ in the play.,narrator,director,producer,character,D,https://myschool.ng/classroom/literature-in-english/68839?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,39,objective,,,,Jonsey's speech *Your mayoral hopeful* is addressed to,the audience,Bassey,no one,himself,B,https://myschool.ng/classroom/literature-in-english/68840?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,,A fable is also known as,an apologue,an epigram,a farce,a parody,A,https://myschool.ng/classroom/literature-in-english/68842?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,,A character that is built around a single idea or quality is a _______ character.,heroic,flat,choral,sound,B,https://myschool.ng/classroom/literature-in-english/68843?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,,Resolution in a literary work is also referred to as,events that increase action,final outcome,the complication,event that increases tension,B,https://myschool.ng/classroom/literature-in-english/68845?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,,The third stanza of the Shakespearean sonnet is,quatrain,octave,sextet,couplet,A,https://myschool.ng/classroom/literature-in-english/68847?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,,A short poem lamenting the death of someone is,an ode,a threnody,a sonnet,an epic,B,https://myschool.ng/classroom/literature-in-english/68848?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,,Seven metrical feet in a line of a stanza is,hexametre,heptametre,septet,triolet,B,https://myschool.ng/classroom/literature-in-english/68850?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,,The speaker is,Hermia,Helena,Hippolyta,Tatiana,A,https://myschool.ng/classroom/literature-in-english/68852?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,,The speech is made in,Oberon's place,the woods,the Queen's palace,Theseus' palace,B,https://myschool.ng/classroom/literature-in-english/68854?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,,The speaker and the addressee are,father and daughter,master and servant,lovers,friends,C,https://myschool.ng/classroom/literature-in-english/68857?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,,"*Now much beshrew my manners and my pride* , illustrates the use of",alliteration,onomatopoeia,assonance,personification,A,https://myschool.ng/classroom/literature-in-english/68860?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,,"*Thy love ne'er alter, till thy sweet life end.'* implies",an enduring love,a family love,an undying love,a fickle love,A,https://myschool.ng/classroom/literature-in-english/68861?exam_type=waec&exam_year=2023&type=obj&page=10
2024,1,1,objective,,,,A poem that is shaped in the image of the object it talks about is,concrete,lyrical,metaphysical,romantic,A,https://myschool.ng/classroom/literature-in-english/71956?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,objective,,,,*The choir is on wheels to a convention* illustrates,Hyperbole,Allusion,Metonymy,Personification,C,https://myschool.ng/classroom/literature-in-english/71957?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,objective,,,,Which of the following helps best to create and sustain interest in a literary work?,plot,rhyme,rhythm,suspense,D,https://myschool.ng/classroom/literature-in-english/71958?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,objective,,,,The dominant device used in *Macbeth* doth murdered sleep; the innocent sleep is,alliteration,conceit,metonymy,personification,D,https://myschool.ng/classroom/literature-in-english/71959?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,objective,,,,A narrative that extols the deeds of a heroic figure is a,ballad,folktale,panegyric,pastoral,C,https://myschool.ng/classroom/literature-in-english/71960?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,objective,,,,*Ife is a woman of great virtue* *She is a woman of great vice* illustrate,antithesis,alliteration,paradox,pathos,A,https://myschool.ng/classroom/literature-in-english/71961?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,objective,,,,The overwhelming confidence and pride that lead to the fall of the protagonist is,catharsis,ego,harmatia,hubris,D,https://myschool.ng/classroom/literature-in-english/71970?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,objective,,,,The major divisions in a play are,acts,chapters,scenes,stanzas,A,https://myschool.ng/classroom/literature-in-english/71971?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,passage-based,,,,"Read the lines below and answer the question: *My heart aches, and a drowsy numbness pains* *My sense, as though of hemlock I have drunk* The metrical pattern is",anapestic,dactylic,iambic,trochaic,C,https://myschool.ng/classroom/literature-in-english/71972?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,passage-based,,,,"Read the lines below and answer the question: *My heart aches, and a drowsy numbness pains* *My sense, as though of hemlock I have drunk* The mood of the poet is that of",anger,apathy,drunkenness,sadness,D,https://myschool.ng/classroom/literature-in-english/71973?exam_type=waec&exam_year=2024&type=obj&page=2
2024,3,11,passage-based,,,,"Read the lines below and answer the question: *My heart aches, and a drowsy numbness pains* *My sense, as though of hemlock I have drunk* The mood of the poet is that of",anger,apathy,drunkenness,sadness,D,https://myschool.ng/classroom/literature-in-english/71974?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,12,objective,,,,A narrative composed in the form of a letter is,an eponymous novel,an epistolary novel,a novella,a panegyric,B,https://myschool.ng/classroom/literature-in-english/71975?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,13,objective,,,,The device used in *She gave him lots of cash and tender attention* is,bathos,pathos,suspense,zeugma,D,https://myschool.ng/classroom/literature-in-english/71976?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,14,objective,,,,The Shakespearean sonnet differs from the Petrachan sonnet by ending with a,couplet,quatrain,sestet,tercet,A,https://myschool.ng/classroom/literature-in-english/71977?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,15,passage-based,,,,Read the lines below and answer the question: *The closing of the day* *Is the beginning of the day* The lines,are alliterated,are repeated,end stop,run on,D,https://myschool.ng/classroom/literature-in-english/71978?exam_type=waec&exam_year=2024&type=obj&page=3
2024,4,16,objective,,,,One of the important means available to a writer of a literary work is,diction,fiction,stage,stanza,A,https://myschool.ng/classroom/literature-in-english/71979?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,17,passage-based,,,,"Read the lines below and answer the question: *The curl of my lips, the swing of my waist, the* *The ride of my breast, the stride of my steps, the* *Flash of my tech and the palm of my hand* The line is an example of",euphemism,parallelism,personification,synecdoche,B,https://myschool.ng/classroom/literature-in-english/71981?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,18,passage-based,,,,"Read the lines below and answer the question: *The curl of my lips, the swing of my waist, the* *The ride of my breast, the stride of my steps, the* *Flash of my tech and the palm of my hand* The image created in the line appeals to the sense of",sight,taste,smell,touch,A,https://myschool.ng/classroom/literature-in-english/71982?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,19,objective,,,,Characters in a play that the author uses as a vehicle for commentary is,chorus,dancers,drummers,singers,A,https://myschool.ng/classroom/literature-in-english/71984?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,objective,,,,The _______ comes after the loose ends of the plot have been tied up.,climax,denouncement,epilogue,epilogue,C,https://myschool.ng/classroom/literature-in-english/71985?exam_type=waec&exam_year=2024&type=obj&page=4
2024,5,21,passage-based,,,,The passage is about,a meeting place,jenny's expert cooking,the disappointment of love,the passion of love,D,https://myschool.ng/classroom/literature-in-english/71988?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,22,objective,,,,The figure of speech used in *she was listening to the silence of the room* is,conceit,irony,oxymoron,zeugma,C,https://myschool.ng/classroom/literature-in-english/71989?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,23,objective,,,,The technique of narration is,First person,Second person,Third person,stream of consciousness,D,https://myschool.ng/classroom/literature-in-english/71991?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,24,objective,,,,"In _____ and moved inwards the kitchen, like one sleepwalking, the simile portrays one who is",absent minded,disappointed,passion driven,morose,A,https://myschool.ng/classroom/literature-in-english/71992?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,25,objective,,,,The mood is one of,anxiety,despondency,sorrow,regret,A,https://myschool.ng/classroom/literature-in-english/71993?exam_type=waec&exam_year=2024&type=obj&page=5
2024,6,26,objective,,,,The mood is one of,anxiety,despondency,sorrow,regret,A,https://myschool.ng/classroom/literature-in-english/71994?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,27,objective,,,,The poem is about,unforgettable,sacrificial,unrequited,selfish,C,https://myschool.ng/classroom/literature-in-english/71995?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,28,objective,,,,The lines that provide evidence for what the poem is about are _____,2 and 3,7 and 8,9 and 10,11 and 12,B,https://myschool.ng/classroom/literature-in-english/71996?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,29,objective,,,,The poem is a,haiku,kenning,limerick,lyric,D,https://myschool.ng/classroom/literature-in-english/71997?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,30,objective,,,,The dominant image is one of,beginning,flying,running,waiting,B,https://myschool.ng/classroom/literature-in-english/71998?exam_type=waec&exam_year=2024&type=obj&page=6
2024,7,31,objective,,,,"In the poem, cupid is",an allusion,a metonymy,the persona's mistress,the persona's rival,A,https://myschool.ng/classroom/literature-in-english/71999?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,32,objective,,,,The speaker is,Helena,Hermia,Philostrate,Theseus,D,https://myschool.ng/classroom/literature-in-english/72000?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,33,objective,,,,The speaker is addressing,Hippolyta,Lysander,Philostrate,Quince,A,https://myschool.ng/classroom/literature-in-english/72001?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,34,objective,,,,The speech is in reaction to,Hippolyta's rejection of the burden the poor bear,Philostrate's rejection of the play-within-the play,the address of the chorus,the arrival of the players,D,https://myschool.ng/classroom/literature-in-english/72002?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,35,objective,,,,The speaker's experience is that,the poor are eloquent,even the eloquent can falter in their speech,the poor are inhibited,even the poor can be tongue-tied,B,https://myschool.ng/classroom/literature-in-english/72003?exam_type=waec&exam_year=2024&type=obj&page=7
2024,8,36,objective,,,,"At the end of the speech,",Hippolyta storms out of the place,Philostrate announces the prologue,the ladies settle down,the curtain is drawn,B,https://myschool.ng/classroom/literature-in-english/72004?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,37,objective,,,,The speaker and the addressee are,Demetrius and Lysander,Hermia and Lysander,Demetrius and Hermia,Lysander and Helena,C,https://myschool.ng/classroom/literature-in-english/72006?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,38,objective,,,,Earlier the addressee has accused the speaker of,disloyalty,infidelity,murder,theft,C,https://myschool.ng/classroom/literature-in-english/72007?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,39,objective,,,,"In turn, the speaker accuses the addressee of",cruelty,discrimination,deceit,indiscretion,A,https://myschool.ng/classroom/literature-in-english/72009?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,40,objective,,,,The underlined lines portray the addressee as a,coward,hunter,painter,traitor,B,https://myschool.ng/classroom/literature-in-english/72011?exam_type=waec&exam_year=2024&type=obj&page=8
2024,9,41,objective,,,,The setting of the extract is,another part of the wood,Helena's place,the wood,Theseus' palace,A,https://myschool.ng/classroom/literature-in-english/72013?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,42,objective,,,,The speaker is,Egeus,Helena,Lysander,Titania,B,https://myschool.ng/classroom/literature-in-english/72014?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,43,objective,,,,The addressee is,Demetrius,Hermia,Oberon,Puck,A,https://myschool.ng/classroom/literature-in-english/72016?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,44,objective,,,,*The wildest* refers to,good people,the least cruel man,wild beasts,the most deceptive,C,https://myschool.ng/classroom/literature-in-english/72017?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,45,objective,,,,The speech is intended to ____ the addressee.,confuse,pacify,provoke,reclaim,C,https://myschool.ng/classroom/literature-in-english/72018?exam_type=waec&exam_year=2024&type=obj&page=9
2024,10,46,objective,,,,Another character present at the scene is,Egeus,Lysander,Oberon,Theseus,C,https://myschool.ng/classroom/literature-in-english/72019?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,47,objective,,,,*...you and I* in the first line refers to,Demetrius and Helena,Hermia and Helena,Hippolyta and Lysander,Oberon and Titania,B,https://myschool.ng/classroom/literature-in-english/72020?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,48,objective,,,,The couple are going to the wood because,it is their favourite spot,they are running away from the Athenian law,they want to have their peace,the wood is romantic,B,https://myschool.ng/classroom/literature-in-english/72021?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,49,objective,,,,The underlined expression means being,careful,faithful,flirtatious,reckless,B,https://myschool.ng/classroom/literature-in-english/72023?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,50,objective,,,,"*Farewell, sweet playfellow* refers to",Demetrius,Hermia,Helena,Lysander,C,https://myschool.ng/classroom/literature-in-english/72024?exam_type=waec&exam_year=2024&type=obj&page=10
